id,PIPELINE_II_SUB,KERNEL_CLOCK,UNROLL_FACTOR_EXP1,UNROLL_FACTOR_EXP2,UNROLL_FACTOR_ECB1,UNROLL_FACTOR_ECB3,UNROLL_FACTOR_ECB2,PIPELINE_II_ADDKEY,PIPELINE_II_ECB1,PIPELINE_II_ECB2,PIPELINE_II_ECB3,PIPELINE_II_EXP1,PIPELINE_II_EXP2,PIPELINE_EXP2,PIPELINE_EXP1,UNROLL_FACTOR_ADDKEY,UNROLL_FACTOR_SUB,UNROLL_FACTOR_MIX,PIPELINE_SUB,PIPELINE_II_CPKEY,PIPELINE_II_MIX,PIPELINE_ECB2,PIPELINE_ECB3,PIPELINE_ECB1,PIPELINE_ADDKEY,DATA_MOVER_CLOCK,UNROLL_FACTOR_CPKEY,PIPELINE_MIX,PIPELINE_CPKEY,state,presynth_time,synth_time,impl_time,run_time
309,6,2,3,1,1,10,2,3,15,4,10,2,3,False,True,13,12,2,False,9,4,True,True,False,False,2,9,False,False,TIMING,427.47,1802.82,inf,inf
310,16,2,1,3,29,12,7,8,6,8,2,3,2,False,False,10,11,1,True,8,4,True,False,True,False,2,9,False,False,OK,363.87,946.34,371.1,608970.0
311,10,2,3,2,5,7,5,10,25,4,8,3,3,False,False,12,6,2,False,13,2,True,True,True,True,2,7,False,True,OK,377.68,1785.19,447.56,612182.0
312,12,2,1,3,30,7,3,12,10,4,3,3,3,False,True,9,5,4,False,9,2,True,False,False,True,2,9,True,True,OK,377.42,892.82,367.35,602866.0
313,4,2,2,3,21,8,4,6,28,6,10,2,2,True,True,7,15,1,True,13,3,True,False,False,False,2,1,True,False,OK,393.78,869.42,357.89,601446.0
314,2,2,2,1,32,3,8,7,14,5,10,2,1,True,True,14,3,4,False,11,1,True,True,False,True,2,16,True,True,OK,379.05,1753.09,404.5,611260.0
315,5,2,2,2,25,4,7,12,20,3,9,2,3,False,False,4,6,4,False,10,4,True,False,True,False,2,11,False,True,OK,378.68,878.51,357.24,608132.0
316,3,2,1,3,19,5,2,15,19,4,2,2,2,True,True,12,3,1,False,8,2,True,True,False,True,2,13,True,False,OK,415.56,1763.65,472.94,611666.0
317,1,2,2,3,1,6,1,9,3,5,4,3,2,True,True,5,6,4,True,11,3,True,True,True,False,2,15,False,True,OK,400.17,1679.34,446.74,611740.0
318,2,2,2,2,7,7,8,11,24,2,8,3,1,False,False,10,11,3,False,13,4,False,False,True,True,2,5,True,False,OK,365.84,935.93,362.06,579460.0
319,5,2,2,1,26,2,5,15,22,3,6,3,2,True,False,11,6,3,False,15,2,True,True,False,True,2,12,True,True,STO,410.23,inf,inf,inf
320,13,2,2,2,21,8,5,13,17,3,9,2,2,False,True,12,7,2,False,7,3,True,False,False,False,2,12,False,False,OK,368.14,875.07,396.58,611452.0
321,2,2,3,2,21,10,7,12,9,7,2,3,3,False,False,1,7,4,False,7,1,False,False,True,False,2,12,True,True,OK,371.58,920.21,343.74,577898.0
322,4,2,2,1,25,3,3,2,24,5,7,2,1,True,True,11,3,3,True,9,2,True,False,True,True,2,9,True,False,OK,370.99,934.18,381.68,598980.0
323,5,2,1,2,12,12,4,10,6,2,4,2,2,False,False,6,8,4,True,5,4,False,False,False,False,2,14,False,False,OK,380.52,881.46,377.75,643768.0
324,16,2,2,2,21,4,6,9,21,2,9,1,3,False,False,14,7,2,True,15,4,False,False,False,True,2,7,True,False,OK,377.88,918.03,377.47,635108.0
325,15,2,2,1,26,7,8,5,6,5,1,2,3,True,True,2,15,2,True,11,1,False,False,False,False,2,6,False,True,OK,377.76,873.46,372.77,612764.0
326,15,2,3,1,27,8,5,8,14,8,10,2,1,False,False,12,16,2,False,14,2,True,False,True,False,2,11,False,False,OK,369.97,884.88,382.98,608552.0
327,11,2,2,2,10,4,3,5,23,3,7,2,3,True,True,12,11,3,True,12,4,True,False,False,True,2,7,True,True,OK,380.98,971.17,347.71,601318.0
328,2,2,1,3,16,3,2,12,14,8,10,3,2,True,True,3,11,3,False,9,3,True,True,False,False,2,2,True,False,OK,402.32,1679.72,448.6,614450.0
329,3,2,3,2,3,2,4,14,3,3,12,2,2,False,True,1,4,2,True,12,3,True,False,False,False,2,14,True,False,OK,367.29,937.93,377.23,605150.0
330,10,2,1,2,16,9,5,12,19,3,3,2,2,False,True,3,11,2,False,10,2,False,True,True,True,2,5,True,True,OK,462.63,1701.46,414.49,611080.0
331,14,2,1,2,17,12,1,11,21,6,9,1,2,True,False,7,6,3,False,15,4,True,False,True,True,2,13,False,True,OK,411.3,890.62,352.58,607974.0
332,7,2,3,2,28,13,7,3,16,8,1,3,1,False,True,12,4,2,True,13,3,False,True,True,True,2,7,False,True,STO,462.98,inf,inf,inf
333,1,2,3,3,15,11,6,15,18,7,8,1,1,False,False,7,4,1,True,8,4,True,False,False,False,2,3,True,True,OK,417.84,929.44,363.58,601152.0
334,7,2,3,3,5,10,5,12,27,1,13,1,1,True,False,5,1,1,False,1,3,False,True,True,True,2,9,False,True,OK,463.08,1719.28,417.1,611044.0
335,6,2,1,3,28,11,8,9,26,8,9,2,3,True,False,3,3,3,False,16,2,True,True,True,True,2,9,False,False,OK,468.69,1689.01,473.49,611752.0
336,4,2,2,3,29,1,4,10,31,8,9,2,1,True,False,7,4,4,False,5,1,False,False,True,True,2,3,False,True,OK,410.93,856.21,350.55,631512.0
337,11,2,2,2,14,1,5,5,4,8,1,2,2,False,True,7,13,1,False,13,1,True,True,True,True,2,1,True,False,OK,387.95,1768.22,426.11,612152.0
338,14,2,3,3,21,2,4,13,25,5,3,2,2,True,True,9,13,4,False,11,4,False,False,False,True,2,12,False,False,OK,358.79,934.41,388.62,625014.0
339,10,2,2,3,11,7,4,14,12,4,1,1,3,True,False,3,8,4,False,12,4,False,True,True,False,2,12,True,True,OK,405.41,1727.47,424.68,610270.0
340,1,2,1,3,19,7,4,9,12,7,8,1,1,False,False,2,10,4,True,11,1,False,True,False,False,2,6,False,True,OK,401.79,1700.45,418.7,611920.0
341,2,2,3,3,14,3,8,12,30,4,2,2,3,True,False,15,6,4,True,13,1,False,False,False,True,2,16,True,True,OK,361.8,968.15,345.89,609866.0
342,4,2,1,3,28,7,3,10,20,7,7,2,2,True,False,16,4,4,True,8,3,True,False,False,True,2,2,True,True,OK,345.99,895.11,354.7,600298.0
343,12,2,1,3,1,10,6,13,32,2,1,3,2,False,True,11,10,3,False,15,4,True,True,True,False,2,11,False,False,TIMING,390.17,1691.08,inf,inf
344,13,2,3,2,2,4,1,10,19,4,13,2,2,False,True,3,11,1,True,8,3,True,False,False,True,2,15,False,True,OK,377.28,923.03,341.15,611786.0
345,16,2,1,2,15,8,7,14,15,4,8,1,1,True,True,9,14,1,True,9,3,True,True,True,False,2,7,False,True,OK,422.54,1753.19,452.28,611466.0
346,11,2,2,2,20,5,5,14,8,1,6,3,3,True,False,8,12,3,False,5,1,True,False,True,True,2,16,False,True,OK,374.05,910.04,349.11,608242.0
347,13,2,2,2,16,8,5,6,18,6,10,2,2,False,False,8,7,2,True,7,2,True,False,True,False,2,7,True,False,OK,360.65,949.9,357.63,599050.0
348,11,2,3,1,7,2,6,14,31,5,6,1,3,False,True,16,6,2,True,8,3,True,True,True,True,2,13,False,False,OK,403.18,1765.28,488.81,611556.0
349,14,2,2,2,20,7,4,7,24,5,9,3,2,True,False,8,13,3,False,8,3,False,False,True,False,2,8,True,True,OK,356.71,906.95,346.26,621614.0
350,4,2,2,3,13,1,5,5,9,5,6,2,3,False,True,15,11,1,True,15,4,True,False,True,False,2,15,False,False,OK,356.71,995.33,376.56,607742.0
351,15,2,1,1,23,4,5,9,3,5,11,3,2,True,False,12,3,1,True,6,2,False,True,True,True,2,11,False,False,OK,401.5,1698.66,443.22,610864.0
352,13,2,2,1,12,7,5,12,31,4,11,1,2,False,True,4,13,3,True,8,1,True,False,True,True,2,6,True,False,OK,345.2,958.96,348.47,598604.0
353,16,2,2,2,32,9,5,16,30,7,13,1,1,False,True,13,4,2,True,7,2,True,False,False,True,2,9,False,True,OK,383.75,882.81,342.74,610046.0
354,5,2,1,1,8,12,7,10,14,6,12,3,1,False,True,2,15,3,True,8,1,True,False,False,False,2,10,False,True,OK,356.48,880.02,343.9,610162.0
355,6,2,1,3,14,3,3,14,12,7,12,1,2,True,True,1,7,3,False,13,1,False,True,True,False,2,14,False,False,RTO,337.27,837.05,272.99,inf
356,8,2,2,3,14,8,6,7,27,2,8,2,2,False,False,8,4,2,False,8,3,False,True,True,True,2,14,False,True,OK,406.72,1760.79,451.48,610742.0
357,1,2,1,2,21,3,4,12,22,7,2,1,2,True,False,13,4,4,True,13,3,False,False,True,True,2,5,False,False,OK,364.88,858.35,366.43,631910.0
358,12,2,2,2,16,9,3,6,21,4,3,2,3,False,True,10,13,4,True,9,4,False,False,False,False,2,13,True,True,RTO,347.62,871.11,278.2,inf
359,2,2,2,1,20,7,5,13,10,1,11,1,2,False,True,10,13,1,False,11,1,True,True,False,False,2,14,True,True,OK,396.96,1686.92,437.46,611492.0
360,4,2,3,1,20,7,6,8,29,8,5,3,2,False,True,8,4,4,True,13,2,True,False,False,False,2,2,True,True,OK,348.86,924.27,356.74,599214.0
361,10,2,2,2,15,6,4,9,10,2,8,2,2,False,False,11,5,2,True,9,2,True,False,True,True,2,11,True,True,OK,364.94,973.04,342.33,598162.0
362,3,2,1,3,18,10,8,13,11,8,10,3,1,False,True,10,16,1,False,15,4,True,False,False,True,2,9,False,False,OK,379.83,936.92,362.13,608994.0
363,8,2,2,2,10,3,8,10,20,5,12,3,2,False,False,10,4,4,False,9,2,False,True,True,False,2,7,True,True,OK,371.56,1757.31,431.89,563912.0
364,12,2,1,1,30,6,6,7,29,5,9,2,1,False,True,13,15,1,False,5,1,True,False,False,True,2,10,True,False,OK,365.33,901.68,396.76,602188.0
365,8,2,1,3,2,13,8,10,25,7,6,3,3,True,False,14,8,2,False,15,4,True,False,True,True,2,7,True,False,OK,356.36,891.39,357.6,542924.0
366,5,2,1,3,10,3,5,14,9,4,10,2,3,True,True,7,9,4,True,14,4,True,False,False,True,2,13,False,False,OK,365.15,900.97,369.68,610584.0
367,7,2,2,2,13,5,4,8,23,5,9,2,1,True,True,13,7,2,False,15,2,True,False,True,True,2,11,False,True,OK,352.05,880.88,346.92,608124.0
368,5,2,1,2,8,4,8,16,7,6,9,2,2,False,True,2,14,1,True,4,2,True,True,True,False,2,12,True,True,OK,399.4,1722.66,459.73,611714.0
369,2,2,2,1,32,1,8,9,16,8,10,1,3,True,True,15,3,2,True,12,4,False,False,True,True,2,15,False,False,OK,383.99,965.45,376.41,598702.0
370,16,2,1,1,14,1,5,5,29,4,11,2,2,True,False,2,6,4,True,10,2,True,False,False,True,2,2,False,True,OK,358.72,889.35,357.68,610488.0
371,13,2,3,3,26,10,6,11,8,2,7,2,2,True,True,11,9,4,False,9,2,False,False,False,False,2,4,True,True,OK,359.64,978.02,383.21,613814.0
372,12,2,3,3,25,3,7,5,11,2,13,3,1,False,True,13,10,3,False,6,2,False,False,False,False,2,2,True,True,OK,359.59,937.52,377.02,611904.0
373,7,2,2,2,12,5,3,16,29,4,3,3,1,False,False,2,15,4,False,13,4,True,True,True,False,2,13,True,True,OK,405.3,1672.45,448.1,611102.0
374,7,2,2,2,11,5,6,14,5,5,10,3,2,True,True,9,14,4,False,6,3,True,False,True,True,2,10,True,False,OK,357.94,947.6,357.16,599122.0
375,3,2,3,2,10,3,7,5,22,5,7,3,2,False,False,6,9,2,True,7,1,True,False,True,False,2,16,False,True,OK,378.18,912.82,352.58,607044.0
376,1,2,2,2,17,9,7,10,29,4,12,1,2,False,True,15,11,4,False,15,3,False,False,True,True,2,13,True,True,OK,352.93,921.57,352.03,574570.0
377,12,2,3,3,1,12,6,10,19,5,10,1,1,True,False,7,9,2,False,13,4,False,True,False,True,2,12,False,True,OK,409.02,1753.91,457.12,611660.0
378,1,2,2,2,24,4,4,13,9,8,9,2,3,True,False,5,14,4,True,11,2,False,False,True,True,2,9,True,True,OK,386.1,882.78,337.47,620864.0
379,4,2,2,3,11,10,7,16,27,4,1,1,1,True,True,1,3,4,False,8,3,True,False,True,True,2,13,False,True,OK,393.4,963.76,346.8,610124.0
380,15,2,2,1,20,10,4,8,21,5,5,2,2,False,True,13,2,1,False,15,3,True,False,True,False,2,9,True,False,OK,391.04,941.73,369.85,600416.0
381,10,2,3,2,26,5,5,10,29,8,7,3,2,True,True,9,8,2,False,13,3,False,False,False,False,2,7,True,True,OK,376.22,910.32,368.8,614434.0
382,15,2,1,1,28,10,1,11,25,8,13,1,1,True,True,16,9,1,True,9,4,True,False,False,False,2,2,True,False,OK,384.93,1007.74,372.2,599128.0
383,4,2,2,2,11,9,4,15,14,5,7,3,2,True,True,13,11,3,True,9,4,True,True,False,False,2,7,False,True,OK,405.34,1665.89,501.84,612276.0
384,15,2,3,1,7,10,6,14,17,1,11,3,3,True,True,15,9,2,False,14,1,True,True,True,True,2,9,True,True,OK,423.06,1725.96,451.91,611048.0
385,1,2,1,3,4,6,7,7,5,2,5,3,1,False,True,13,3,1,True,8,4,True,False,True,False,2,2,False,True,OK,377.72,932.72,341.21,607214.0
386,4,2,2,1,20,10,5,7,28,7,1,1,2,True,True,9,4,4,False,4,1,False,False,True,False,2,11,False,False,OK,380.0,936.55,382.27,622808.0
387,15,2,1,1,25,10,1,6,15,3,1,2,2,True,False,3,15,4,False,13,1,True,True,True,False,2,10,False,True,OK,422.18,1715.15,451.9,610960.0
388,8,2,3,2,24,1,8,8,7,6,4,3,1,True,True,12,11,4,True,7,4,False,False,False,False,2,2,True,False,OK,374.21,836.21,361.93,603216.0
389,9,2,1,1,1,1,8,14,3,8,11,1,2,False,False,4,10,4,True,11,1,True,False,False,True,2,16,False,True,OK,366.49,930.79,330.86,607554.0
390,16,2,1,3,26,5,3,9,13,6,10,2,1,True,True,3,3,1,False,8,3,True,False,True,False,2,13,True,False,OK,353.18,937.69,369.1,600284.0
391,7,2,3,3,8,2,7,6,24,6,12,3,3,False,True,16,14,3,True,8,2,True,False,False,True,2,13,True,True,OK,355.9,965.52,351.42,600844.0
392,4,2,2,3,20,7,6,8,29,6,7,1,2,True,False,14,3,1,False,15,4,False,False,False,False,2,8,False,True,OK,352.55,929.66,366.38,632016.0
393,16,2,2,3,29,2,2,8,20,3,1,1,1,False,False,7,4,1,False,8,3,True,True,False,False,2,12,False,False,TIMING,422.53,1651.94,inf,inf
394,8,2,2,3,9,4,5,8,23,5,4,3,2,False,True,11,5,3,False,7,3,True,False,True,False,2,12,False,False,OK,366.38,870.21,389.5,608758.0
395,7,2,2,2,17,4,6,13,22,4,4,3,2,True,False,8,11,4,False,5,4,False,False,True,False,2,7,True,True,OK,372.81,913.39,351.17,621712.0
396,4,2,2,2,17,3,2,14,29,6,3,3,2,False,False,15,4,3,True,11,1,False,False,True,False,2,1,True,True,OK,356.01,903.21,351.8,630508.0
397,10,2,2,3,4,6,6,16,10,2,7,1,1,False,True,14,11,3,True,7,3,True,False,False,False,2,10,True,False,OK,352.5,889.93,390.25,602386.0
398,9,2,2,2,13,8,4,7,13,4,8,2,2,True,True,8,5,2,True,13,2,True,False,False,False,2,4,True,False,OK,350.85,896.76,345.55,600726.0
399,7,2,2,2,17,4,4,10,19,5,4,2,2,False,False,11,5,2,True,13,4,True,True,True,True,2,11,True,True,OK,396.01,1707.46,446.06,610692.0
400,4,2,3,3,14,6,8,11,20,2,13,2,1,True,True,12,10,4,True,10,4,True,False,False,True,2,2,True,False,OK,372.96,875.01,347.41,600352.0
401,9,2,1,1,18,2,6,15,13,7,9,3,3,True,True,6,16,1,False,15,3,True,False,False,False,2,12,False,True,OK,367.28,938.03,356.17,608866.0
402,12,2,2,2,10,7,5,11,15,4,4,2,2,False,True,10,13,2,True,5,2,True,False,True,False,2,9,True,False,OK,368.62,932.13,374.5,598740.0
403,3,2,2,2,22,4,8,7,1,7,4,2,2,False,False,1,10,2,True,9,3,False,False,False,False,2,13,False,False,OK,368.61,917.21,394.54,633654.0
404,11,2,3,2,32,1,1,16,1,6,13,1,3,True,False,16,10,1,False,12,4,True,False,False,False,2,16,True,True,OK,367.12,955.59,361.97,598200.0
405,9,2,3,1,28,2,7,15,5,8,5,2,1,False,True,1,13,4,False,3,3,True,False,False,False,2,8,False,False,OK,378.38,955.39,391.13,610964.0
406,7,2,1,1,23,4,4,7,6,7,6,2,2,True,False,6,11,3,False,5,2,True,False,False,False,2,10,False,True,OK,380.88,929.48,371.92,609304.0
407,5,2,1,1,6,2,7,14,15,5,9,1,1,True,True,12,15,4,False,9,4,False,False,False,True,2,3,False,True,OK,378.68,877.2,352.73,616662.0
408,4,2,1,2,21,11,6,11,16,2,5,1,3,True,True,9,9,3,False,7,4,False,False,True,False,2,9,True,True,OK,381.21,923.23,359.69,612026.0
409,4,2,3,1,14,13,5,14,12,3,7,2,3,True,True,3,9,2,True,14,2,False,False,True,True,2,9,False,False,OK,368.7,877.24,363.35,566282.0
410,13,2,1,2,19,10,4,9,24,4,4,2,2,True,True,1,15,4,True,4,1,True,False,False,False,2,9,False,False,OK,366.8,865.21,366.58,609240.0
411,9,2,3,2,25,8,8,12,23,2,12,2,1,False,False,9,4,1,False,6,4,False,False,True,True,2,9,True,False,OK,381.08,937.26,351.1,576094.0
412,9,2,1,1,17,13,8,10,9,7,1,1,3,True,True,9,16,3,True,8,3,True,False,False,True,2,14,False,False,OK,367.57,934.73,382.55,553152.0
413,10,2,3,1,22,11,3,14,14,2,8,1,1,False,False,3,8,2,True,10,1,True,False,False,True,2,4,True,True,OK,368.32,880.49,352.64,599194.0
414,11,2,2,3,14,1,2,9,18,5,10,3,3,False,True,2,5,4,False,2,4,True,True,True,False,2,15,False,False,OK,398.01,1657.56,451.12,611812.0
415,7,2,1,2,24,10,1,9,18,2,13,3,3,True,True,13,3,1,False,11,1,True,False,True,True,2,16,False,True,OK,381.58,969.66,342.08,608650.0
416,10,2,1,1,11,9,6,12,16,1,6,1,2,True,True,7,4,3,True,7,4,False,False,False,True,2,2,False,False,OK,381.51,920.9,351.92,621894.0
417,3,2,2,1,9,9,4,7,32,2,6,1,3,False,False,9,7,1,True,9,3,False,False,False,True,2,9,True,False,OK,386.28,918.96,360.97,634160.0
418,16,2,2,1,7,11,6,8,2,4,8,2,1,True,True,5,15,1,False,8,2,True,False,True,False,2,9,True,True,OK,372.33,902.5,357.01,599802.0
419,5,2,1,2,3,6,8,15,11,8,5,3,3,True,True,1,7,4,False,6,2,False,False,False,False,2,7,True,False,OK,359.76,914.15,358.24,607872.0
420,8,2,3,3,14,8,7,11,27,3,8,3,3,False,False,14,4,3,True,11,4,True,True,True,False,2,11,True,True,OK,403.95,1705.77,453.45,610508.0
421,12,2,2,3,6,5,7,10,17,7,7,2,2,False,True,14,15,2,True,15,1,True,True,True,False,2,9,True,True,OK,400.48,1705.87,456.86,611258.0
422,15,2,3,1,27,5,4,3,12,7,7,1,1,True,True,3,10,1,False,15,3,False,False,False,True,2,9,False,True,OK,359.76,871.23,361.45,624442.0
423,9,2,2,1,30,5,5,13,17,4,6,1,2,True,False,3,4,4,False,8,3,True,False,True,False,2,10,False,True,OK,390.16,971.38,356.27,607808.0
424,5,2,2,3,19,9,4,16,15,5,11,1,2,True,True,5,15,1,False,11,1,True,True,True,False,2,16,False,True,OK,408.19,1721.94,457.03,611168.0
425,15,2,2,1,15,1,4,10,22,8,5,3,1,False,False,12,8,2,False,13,3,True,False,False,True,2,2,False,True,OK,381.95,884.08,357.21,610972.0
426,12,2,3,2,22,6,2,7,26,5,6,2,2,True,True,9,12,1,True,12,3,True,False,False,False,2,10,True,True,OK,391.11,908.83,351.52,599126.0
427,13,2,1,3,29,1,7,14,21,3,7,2,3,False,False,10,3,2,True,7,2,True,False,True,True,2,10,True,False,OK,358.51,928.81,349.68,598124.0
428,9,2,2,1,26,1,6,10,24,5,11,2,2,True,False,2,10,1,False,11,2,False,False,True,False,2,14,True,False,OK,381.96,894.34,369.57,623062.0
429,16,2,1,1,19,6,7,15,10,6,7,3,2,True,False,16,14,2,False,13,1,False,False,False,True,2,4,True,True,OK,384.16,907.48,362.44,613636.0
430,7,2,2,1,29,4,8,13,17,7,11,1,2,True,False,6,13,2,True,15,3,False,False,True,True,2,1,False,False,OK,357.52,872.52,342.64,603208.0
431,2,2,3,1,30,11,2,15,2,4,4,3,2,False,False,3,3,4,False,15,2,True,False,True,True,2,15,True,True,OK,365.72,878.05,337.45,599334.0
432,2,2,3,2,27,8,4,7,5,6,3,1,1,True,True,13,3,2,False,5,3,True,False,True,False,2,7,False,False,OK,353.73,948.05,371.92,608454.0
433,3,2,3,2,19,9,6,5,30,6,4,1,1,False,True,8,3,1,False,13,4,False,True,False,True,2,5,False,False,STO,418.39,inf,inf,inf
434,4,2,3,2,22,12,6,13,28,6,1,2,2,False,False,14,9,4,True,4,4,True,False,False,True,2,9,True,False,OK,360.31,1072.74,366.26,599328.0
435,16,2,2,3,28,1,4,15,25,4,13,1,3,True,True,14,6,2,False,1,2,False,False,False,True,2,8,False,False,OK,368.35,920.91,376.53,625504.0
436,6,2,2,1,29,3,6,8,13,6,6,2,3,False,True,8,14,4,False,10,4,True,True,True,True,2,13,True,False,OK,397.79,1726.62,498.61,611964.0
437,6,2,1,3,3,4,8,12,9,2,13,1,3,True,False,1,15,1,False,9,4,True,False,False,True,2,4,False,False,OK,348.36,1084.82,362.61,613370.0
438,12,2,3,2,30,3,7,7,16,4,9,1,3,True,False,4,3,3,False,7,1,True,False,False,True,2,9,True,False,OK,372.33,905.35,413.03,603258.0
439,3,2,2,3,11,12,7,11,25,4,9,2,2,False,False,8,14,3,True,3,3,True,False,True,False,2,3,False,True,OK,359.49,1092.01,357.06,607452.0
440,10,2,1,3,9,3,4,10,22,8,6,3,3,True,True,4,10,2,False,6,2,False,False,False,True,2,2,False,True,OK,351.96,1079.67,351.93,624752.0
441,11,2,2,2,10,7,4,9,9,3,8,2,2,True,True,6,6,4,False,9,2,False,False,True,True,2,9,False,False,OK,369.18,1056.37,373.76,622844.0
442,11,2,1,2,4,11,7,5,27,3,4,3,2,False,False,6,8,3,False,3,4,False,False,True,False,2,4,False,True,OK,364.56,1109.09,358.61,590270.0
443,2,2,3,3,21,9,5,7,15,4,4,3,1,False,True,4,13,4,True,7,2,True,False,False,True,2,1,True,True,OK,351.87,907.79,365.47,600956.0
444,12,2,2,2,12,6,3,16,25,3,9,2,3,False,True,13,12,2,True,15,2,True,False,False,True,2,3,True,False,OK,378.56,889.39,351.25,600256.0
445,5,2,2,3,22,5,6,8,20,8,6,1,2,True,False,2,7,3,False,8,4,True,False,False,False,2,5,True,True,OK,348.36,869.91,356.23,600072.0
446,8,2,2,2,15,10,6,6,19,5,6,2,2,True,True,5,7,2,False,12,2,False,False,True,False,2,7,False,True,OK,360.13,891.3,341.35,622896.0
447,13,2,1,2,6,10,4,11,30,5,7,2,1,True,False,3,7,4,False,8,2,True,True,False,True,2,6,True,False,STO,420.12,inf,inf,inf
448,3,2,2,2,16,1,7,8,14,7,8,1,2,True,True,4,2,2,False,9,3,True,False,False,True,2,4,True,True,OK,371.76,1087.99,363.29,602498.0
449,14,2,3,2,9,13,7,14,16,4,7,1,2,True,True,1,10,3,False,1,2,True,False,True,False,2,14,True,True,OK,368.8,883.25,343.33,544406.0
450,3,2,3,3,9,10,3,8,14,5,2,2,1,True,True,2,5,3,True,13,3,True,False,True,True,2,1,True,False,OK,387.34,923.33,331.9,598418.0
451,5,2,2,1,24,9,4,13,20,4,7,1,2,False,True,13,6,1,False,11,4,True,False,True,False,2,16,False,True,OK,358.36,930.11,362.07,608660.0
452,8,2,2,2,25,1,8,12,30,3,5,1,3,False,False,16,12,3,True,15,2,True,False,False,True,2,14,False,False,OK,362.74,943.83,407.28,609342.0
453,10,2,2,2,5,1,7,16,17,4,9,1,3,True,True,15,14,2,True,6,4,True,False,False,True,2,10,True,True,OK,360.58,883.35,343.0,602740.0
454,9,2,2,3,13,6,7,6,24,4,2,1,3,False,False,6,12,4,True,15,4,False,False,True,False,2,5,True,True,OK,371.03,879.86,367.82,575656.0
455,8,2,3,2,21,10,4,12,7,5,2,3,2,True,True,14,12,1,True,5,2,False,False,True,False,2,8,True,False,OK,350.96,923.84,387.36,611602.0
456,13,2,2,1,27,10,4,14,32,5,3,2,1,True,False,15,1,1,False,1,4,False,False,True,True,2,7,True,False,OK,371.94,895.28,363.6,623838.0
457,15,2,1,1,5,1,6,12,1,1,6,1,1,True,True,4,15,4,False,2,1,False,False,True,True,2,16,False,False,OK,382.66,903.19,380.44,621954.0
458,6,2,1,1,4,11,6,14,8,2,3,3,1,True,False,6,6,4,False,14,4,False,True,False,False,2,6,True,True,OK,382.67,1689.12,452.18,614816.0
459,8,2,2,3,26,4,8,14,5,5,5,2,1,True,False,11,7,3,True,4,3,True,False,False,False,2,4,True,True,OK,374.67,878.42,367.59,599946.0
460,10,2,1,1,14,9,7,12,2,3,7,1,1,True,False,14,14,1,True,12,2,False,False,False,True,2,11,True,True,OK,344.93,914.5,347.14,614548.0
461,9,2,3,1,12,2,6,15,10,7,3,1,3,False,True,3,7,2,False,10,4,False,False,True,True,2,3,True,False,OK,376.53,853.25,343.14,624548.0
462,4,2,2,2,14,12,8,14,16,6,6,3,1,True,True,3,9,4,True,9,1,True,False,False,False,2,9,True,True,OK,361.53,875.0,357.05,600710.0
463,11,2,2,1,30,2,4,7,23,2,9,3,1,True,False,7,16,2,True,12,1,True,False,False,True,2,3,True,False,OK,359.02,922.72,382.66,601604.0
